iso3c,year,current_account_GDP_ameco,unemp_rate,gdp_real_ppp,gdp_real_pc_ppp,gini_post_tax,gini_pre_tax,wage_share,ext_balance_usd,ext_balance_gdp
POL,2017,0.1388418,4.9,1038387237679.91,27344.0946820905,,,48.2962115,19836477654.5921,3.76754856558458
POL,2018,-0.5475584,3.9,,,,,48.9977334,17990420023.8115,3.0626592287261
POL,2019,-0.9646639,3.8,,,,,50.0137814,28408865968.6409,4.75636872334237
POL,2020,-1.3642536,3.5,,,,,50.9008635,40529784342.3853,6.79318300599659
PRT,1994,-7.2442668,7.6,210082013618.097,21026.0209145347,33.7,49.3,58.2658727,-6888712560.38647,-6.91022815664158
PRT,1995,-3.3281965,7.9,219079365016.882,21850.740004652,33.7,49.5,58.9922335,-7530287912.96272,-6.37500841443493
PRT,1996,-4.6266361,8,226739875763.326,22529.9200028742,33.6,49.6,60.0662586,-8722525344.42423,-7.11287528792175
PRT,1997,-6.305615,7.5,236775859621.002,23422.3363670727,33.6,49.7,60.0619785,-9357416809.60549,-7.99666200727522
PRT,1998,-7.7424108,6.1,248121619330.206,24420.9481126354,33.6,49.9,60.0686081,-11362958593.0543,-9.16764440228357
PRT,1999,-8.8428137,5.5,257769117368.771,25227.3885769824,33.6,50.2,59.7130006,-13193669761.5124,-10.3503803678335
PRT,2000,-10.9528646,5.1,267532107224.513,25999.490687324,33.7,50.4,60.2300037,-13098469051.8228,-11.043756798544
PRT,2001,-10.2487471,5.1,272731072640.452,26318.4781605115,33.8,50.6,60.385815,-12424660028.7622,-10.2173029500591
PRT,2002,-8.7584796,6.2,274827817453.899,26375.9645090982,33.9,50.9,59.7810339,-11001387195.7679,-8.16153495178184
PRT,2003,-7.4052233,7.4,272260361795.028,26031.6494368752,34.2,51.2,59.8672751,-10582015649.071,-6.40456369258184
PRT,2004,-8.8037282,7.8,277192584337.388,26439.9331827642,34.3,51.3,58.6030879,-14905302069.639,-7.87049055652399
PRT,2005,-10.2156353,8.8,279318053929.939,26593.2855513384,34.4,51.5,58.6459371,-17311334502.898,-8.77616946854467
PRT,2006,-10.6889701,8.9,283656013687.548,26957.6363702978,34.3,51.6,57.2156693,-16350314965.687,-7.83224423600056
PRT,2007,-10.0247476,9.1,290724728488.065,27575.2367634059,34.2,51.6,56.0974835,-18176093820.0338,-7.55774843912445
PRT,2008,-12.5935736,8.8,291304062192.188,27590.3749475111,34,51.5,56.6815147,-25165708546.3375,-9.55358476538675
PRT,2009,-10.0637966,10.7,282628721932.724,26743.1979904258,33.8,51.4,57.5654395,-16894818154.457,-6.90520809061924
PRT,2010,-10.3052979,12,287994968535.799,27238.4606724422,33.7,51.4,56.4892577,-18202971434.9167,-7.64467760590248
PRT,2011,-5.4551942,12.9,282733725683.416,26780.2149060404,33.7,51.4,55.5302495,-10270004538.93,-4.1898207996811
PRT,2012,-2.0200725,15.8,271344485298.987,25805.8498346706,33.7,51.4,53.9807373,-1069897488.19453,-0.494809224596995
PRT,2013,0.7343243,16.4,268277871398.907,25654.6144484694,33.8,51.4,53.7218797,2487546493.79844,1.09857532601669
PRT,2014,-0.2533813,14.1,270674094798.987,26023.6978492184,33.7,51.4,52.6545082,343998007.587842,0.149628128994949
PRT,2015,-0.8864197,12.6,275605956086.79,26607.8329688632,33.7,51.4,51.6037738,1474193135.08008,0.739336511245679
PRT,2016,0.13726,11.2,280913398387.057,27205.9178026354,33.7,51.4,51.4370733,2368570098.20896,1.14741764631849
PRT,2017,0.2080966,9,288765060171.429,28034.6261925797,,,51.713129,2234369286.59295,1.00939227458253
PRT,2018,-0.8592867,7,,,,,52.1156198,1121127354.33725,0.462677122134459
PRT,2019,-1.0468494,6.2,,,,,52.2507849,1085043951.78039,0.452126282486238
PRT,2020,-1.0799611,5.7,,,,,52.1221126,-4827285116.979,-2.11223464749842
SVK,1994,5.3211042,,66787607793.855,12492.232110929,21,39.5,,459021236.208328,2.27655947315908
SVK,1995,2.3629239,12.1,70690338548.0783,13183.5792114244,22.4,40.3,42.5589891,-180675816.993464,-0.69920585649973
SVK,1996,-9.3593647,11.1,75466988795.9471,14044.6526477464,23.8,40.9,44.0525187,-3695185044.35995,-13.2325163140463
SVK,1997,-9.0235304,11.5,80045980799.3515,14869.3393686783,24.3,40.5,45.7922618,-2873127903.02481,-10.3700461614686
SVK,1998,-9.274135,12.7,83257276426.6318,15445.1403959532,24.7,40.3,45.8687951,-3294999440.65332,-11.0363054882632
SVK,1999,-4.0174992,16.5,83086541196.933,15397.7452264693,25.1,40.3,44.5184325,-1458742079.30232,-4.78846466425124
SVK,2000,-2.5539464,18.9,84092032397.8966,15605.1961129724,25.5,40.5,44.6385569,-695235492.086276,-2.37747830797996
SVK,2001,-7.0729996,19.5,86880917906.687,16152.2710836105,25.8,40.8,43.6839759,-2290840309.96103,-7.44292070821668
SVK,2002,-7.4758636,18.8,90810361317.6689,16888.9431922391,26.2,41.4,43.8067888,-2270670486.03295,-6.43289623488126
SVK,2003,-6.3932896,17.7,95731116836.4731,17815.829837356,26.6,42.3,43.0944524,-224737815.553333,-0.478981206571015
SVK,2004,-6.6965456,18.4,100765459657.34,18756.5539505275,26.8,43.2,41.7063355,-894719033.894983,-1.55772778918902
SVK,2005,-8.5516658,16.4,107568096372.995,20020.8375943888,26.9,43.4,42.2846604,-1962212768.0249,-3.12410865785582
SVK,2006,-8.2603183,13.5,116660706811.781,21712.1783648146,25.7,42.1,41.7498429,-1519077447.45529,-2.14657986379869
SVK,2007,-5.6088063,11.2,129259569729.464,24049.9833717541,25.3,41.8,41.3524095,374103501.798825,0.432169907638847
SVK,2008,-6.5600288,9.6,136536597873.784,25382.1684009197,25.3,41.6,41.8913105,-1790483000.10156,-1.77486590204998
SVK,2009,-3.4127391,12.1,129132843080.898,23973.8413853129,25.7,41.9,45.0640928,-150597447.654687,-0.168454833792671
SVK,2010,-4.6761271,14.5,135643355150.545,25159.0775487579,25.7,41.9,44.3357155,-279948937.066667,-0.308309806912895
SVK,2011,-5.5129319,13.7,139467276321.22,25835.0047572051,25.4,41.4,44.0333818,699096998.180935,0.702660061940122
SVK,2012,0.4057988,14,141778456459.842,26218.4716043616,25,40.8,43.898441,5210804782.15313,5.52851872860132
SVK,2013,1.507081,14.2,143891871970.657,26580.7178548938,25.2,40.8,43.797242,5533457717.40786,5.61377282320296
SVK,2014,0.9727579,13.2,147849380511.92,27285.284673711,24.7,40.3,44.0926153,4880910553.06783,4.82832151714998
SVK,2015,-2.2792395,11.5,154021904671.235,28397.4107219706,24.5,40.1,44.7256475,2721089240.36094,3.0699272571687
SVK,2016,-1.1858508,9.7,158835720843.311,29247.215757852,24.3,39.8,45.5352543,2645453056.6611,2.95004760396973
SVK,2017,-0.2392551,8.1,163899945340.224,30132.9204821976,,,46.864828,2088622339.92942,2.18948042561086
SVK,2018,-1.1004987,6.5,,,,,47.4186728,1984441710.59372,1.87897854351513
SVK,2019,-0.5095816,5.9,,,,,47.9412971,419956309.184313,0.398878092431768
SVK,2020,-0.0921745,5.6,,,,,48.4887412,974293280.933855,0.926375890560276
SVN,1994,3.8615821,,,,23.4,31.6,,188714418.604651,
SVN,1995,-1.9160493,6.8,36675420747.795,18431.0451867231,23.4,32.5,67.5222487,-478588758.592802,-2.2414000441254
SVN,1996,-1.3649942,6.9,37965031527.4714,19091.0675739613,23.4,33.6,65.1782575,-268309135.977337,-1.24752979781079
SVN,1997,-1.3292612,6.9,39906707659.8815,20094.4571077514,23.3,34.9,63.0990226,-236221488.595438,-1.13769845924531
SVN,1998,-2.0531578,7.4,41217895026.271,20800.0059679542,23.3,35.4,61.740712,-374681188.690133,-1.69185073667085
SVN,1999,-4.6774152,7.4,43391872631.1127,21881.4361908644,23.3,36.1,60.5665686,-983310481.21292,-4.32959289377436
SVN,2000,-4.102747,6.7,45194993242.3199,22723.3270446698,23.3,36,61.7161795,-746134309.083082,-3.6774174590288
SVN,2001,-1.3075283,6.2,46527958795.7851,23356.7055188022,23.3,36.3,61.9035681,-217282329.713722,-1.040808121847
SVN,2002,0.0059266,6.3,48312913334.4512,24222.7057674997,23.3,36.8,60.9729965,232806982.543641,0.991094380709863
SVN,2003,-1.4765754,6.7,49686006435.3226,24896.119087735,23.4,37.6,60.3222558,-94071502.9503645,-0.317436854931873
SVN,2004,-3.2035183,6.3,51848239846.6964,25962.9085086601,23.5,38.8,60.4216661,-497969606.377678,-1.44696418574522
SVN,2005,-2.2633491,6.5,53923728705.9279,26955.4759051744,23.9,39.5,60.3658699,-231748538.738963,-0.640076242128111
SVN,2006,-2.0199408,6,56973654376.1001,28389.3382006689,23.8,39.6,59.8352216,-18936143.5202609,-0.0479626197885813
SVN,2007,-4.3490394,4.9,60928563587.6141,30190.723646843,23.5,39.6,58.9318056,-638818187.463531,-1.32900504586717
SVN,2008,-5.4037831,4.4,62939285575.3855,31137.7763671714,23.6,39.6,60.0194615,-1174165862.43281,-2.10501597096512
SVN,2009,-0.9475698,5.9,58031735404.3469,28451.5455225073,24.3,40.5,62.9936998,711339035.15625,1.40670535621269
SVN,2010,-0.7685002,7.3,58750026638.2386,28678.3726303687,24.7,41.1,63.9977219,510122516.166668,1.05816456641116
SVN,2011,-0.398956,8.2,59131529881.2443,28804.7015194266,24.9,41.6,62.785008,627458629.134243,1.21638533857041
SVN,2012,1.6905934,8.9,57552965172.269,27976.9163065514,25.5,42.5,62.9859319,1583061355.57148,3.39874701516597
SVN,2013,3.1874324,10.1,56901433963.2612,27622.6855482922,25.4,42.3,62.2974318,2264204851.85177,4.67659633218361
SVN,2014,5.7939079,9.7,58596639229.2688,28417.656441512,25.2,42.1,61.046928,3376677013.50587,6.75373406785492
SVN,2015,4.4661627,9,59920280117.7332,29037.7416756681,25,41.8,60.6320789,3449247017.29765,8.00149982082299
SVN,2016,5.4483436,8,61806783546.4195,29930.037038675,24.8,41.5,61.2448652,3822433098.67238,8.53855913588674
SVN,2017,7.1395913,6.6,64897622259.9443,31406.3100733958,,,61.0444519,4361635760.20707,8.97657243360873
SVN,2018,7.2750327,5.1,,,,,61.160876,4574295026.82039,8.44533178772861
SVN,2019,6.7414501,4.8,,,,,62.1034046,4686805416.43921,8.65061371430142
SVN,2020,6.0761543,4.6,,,,,62.1984842,4943701170.99145,9.22511137825305
SWE,1994,1.454828,10.6,263698820075.168,30031.485947396,23.6,47.2,49.0596162,7684033177.81234,3.35498123326824
SWE,1995,3.5171994,10,274310868939.408,31076.5565434866,23,48.2,47.2183279,15096378955.0418,5.64760461785435
SWE,1996,3.6291252,10.7,278474527293.759,31498.0873532331,23.7,47.6,48.78288,16101998210.5577,5.51922528436942
SWE,1997,4.183181,11,286551633225.089,32393.1296462866,24.3,47.6,48.8148422,16773238680.2709,6.2552600562017
SWE,1998,4.3920512,9.3,298663573854.931,33743.5827802602,24.4,47.4,46.4569009,15440445791.771,5.70159853778964
SWE,1999,4.6591653,7.9,312193489964.778,35244.7426961343,24.7,47.2,46.7059842,14592975406.6615,5.32450074939479
SWE,2000,4.7054781,6.7,326976748125.896,36854.4557022345,24.8,47,48.0433868,13245290432.4289,5.03938498873202
SWE,2001,5.0797851,5.8,332088736216.714,37330.2865814049,24.5,46.7,49.1059641,12733539224.1338,5.25320012413474
SWE,2002,5.4693956,6,338974852576.731,37980.55437087,24.2,46.5,48.8871763,14077702806.7905,5.27553018547255
SWE,2003,6.6909424,6.6,347061912023.21,38742.2460425169,23.8,46.3,48.3819073,18073655441.9203,5.40581627644531
SWE,2004,6.6797393,7.4,362056825391.527,40257.4723311152,23.7,46.3,47.7992218,26150036059.8185,6.79013523454576
SWE,2005,7.0279725,7.7,372260780134.645,41226.8466472879,23.8,46.7,47.6628317,24629270316.2008,6.27948353596023
SWE,2006,8.5678448,7.1,389712838846.198,42917.5292394198,24.3,47.2,46.893942,28683418720.013,6.77945252345861
SWE,2007,8.4532698,6.1,402982361847.081,44050.9738912859,24.8,47.5,47.4975557,29762235899.8639,6.05843848015136
SWE,2008,7.9602415,6.2,400737558160.363,43465.6546847086,25,47.3,48.3485277,29041738101.3791,5.60969541238589
SWE,2009,6.5343078,8.3,379960682164.282,40862.5121499811,25.2,47.4,49.9257762,23569076798.4531,5.39910157139706
SWE,2010,6.4725991,8.6,403154431810.122,42988.8052058718,25.3,47.4,48.1342078,25332693415.6424,5.10932870977319
SWE,2011,5.1401199,7.8,413955858644.724,43808.5011571571,25.4,47.4,48.8210538,27277249247.0726,4.75135498356315
SWE,2012,5.5418853,8,412720149154.013,43355.8077615201,25.5,47.4,50.299249,26368942065.2031,4.77279977002933
SWE,2013,5.0819316,8,417831066635.589,43522.3512150498,25.7,47.3,50.6020892,24870080542.26,4.23795299150777
SWE,2014,4.7326199,7.9,428702624313.336,44213.8779689315,25.7,47.1,50.2303923,20943667524.9261,3.59879080228315
SWE,2015,4.2938035,7.4,447808053040.217,45698.4950627754,25.9,46.9,49.1178682,19243042424.531,3.80972052379198
SWE,2016,3.8176061,6.9,459827070467.067,46339.1244222001,26.1,46.8,49.1330506,15790952066.254,3.06231145375876
SWE,2017,3.7278058,6.7,469505125036.346,46681.1714804268,,,49.1273171,13713172115.622,2.53469442999429
SWE,2018,3.394543,6.3,,,,,49.45494,12414008905.3594,2.23492462988054
SWE,2019,4.110812,6.4,,,,,49.5849576,22340685068.4567,4.18459293661561
SWE,2020,4.5584269,6.4,,,,,49.5881584,25099917851.4683,4.63536720735056
